"Tanggal","Harga_Jual","Suku_Bunga","TheFed","Inflasi"
"2021-03-29","14506.0","3.5","0.25","1.37"
"2021-03-30","14553.0","3.5","0.25","1.37"
"2021-03-31","14644.0","3.5","0.25","1.37"
"2021-04-01","14649.0","3.5","0.25","1.42"
"2021-04-02","14649.0","3.5","0.25","1.42"
"2021-04-05","14656.0","3.5","0.25","1.42"
"2021-04-06","14605.0","3.5","0.25","1.42"
"2021-04-07","14591.0","3.5","0.25","1.42"
"2021-04-08","14585.0","3.5","0.25","1.42"
"2021-04-09","14652.0","3.5","0.25","1.42"
"2021-04-12","14652.0","3.5","0.25","1.42"
"2021-04-13","14704.0","3.5","0.25","1.42"
"2021-04-14","14721.0","3.5","0.25","1.42"
"2021-04-15","14706.0","3.5","0.25","1.42"
"2021-04-16","14719.0","3.5","0.25","1.42"
"2021-04-19","14664.0","3.5","0.25","1.42"
"2021-04-20","14640.0","3.5","0.25","1.42"
"2021-04-21","14580.0","3.5","0.25","1.42"
"2021-04-22","14621.0","3.5","0.25","1.42"
"2021-04-23","14602.0","3.5","0.25","1.42"
"2021-04-26","14620.0","3.5","0.25","1.42"
"2021-04-27","14561.0","3.5","0.25","1.42"
"2021-04-28","14569.0","3.5","0.25","1.42"
"2021-04-29","14582.0","3.5","0.25","1.42"
"2021-04-30","14540.0","3.5","0.25","1.42"
"2021-05-03","14525.0","3.5","0.25","1.68"
"2021-05-04","14539.0","3.5","0.25","1.68"
"2021-05-05","14503.0","3.5","0.25","1.68"
"2021-05-06","14511.0","3.5","0.25","1.68"
"2021-05-07","14435.0","3.5","0.25","1.68"
"2021-05-10","14360.0","3.5","0.25","1.68"
"2021-05-11","14268.0","3.5","0.25","1.68"
"2021-05-12","14268.0","3.5","0.25","1.68"
"2021-05-13","14268.0","3.5","0.25","1.68"
"2021-05-14","14268.0","3.5","0.25","1.68"
"2021-05-17","14274.0","3.5","0.25","1.68"
"2021-05-18","14355.0","3.5","0.25","1.68"
"2021-05-19","14371.0","3.5","0.25","1.68"
"2021-05-20","14384.0","3.5","0.25","1.68"
"2021-05-21","14467.0","3.5","0.25","1.68"
"2021-05-24","14446.0","3.5","0.25","1.68"
"2021-05-25","14433.0","3.5","0.25","1.68"
"2021-05-26","14433.0","3.5","0.25","1.68"
"2021-05-27","14406.0","3.5","0.25","1.68"
"2021-05-28","14383.0","3.5","0.25","1.68"
"2021-05-31","14381.0","3.5","0.25","1.68"
"2021-06-01","14381.0","3.5","0.25","1.33"
"2021-06-02","14363.0","3.5","0.25","1.33"
"2021-06-03","14347.0","3.5","0.25","1.33"
"2021-06-04","14368.0","3.5","0.25","1.33"
"2021-06-07","14387.0","3.5","0.25","1.33"
"2021-06-08","14342.0","3.5","0.25","1.33"
"2021-06-09","14333.0","3.5","0.25","1.33"
"2021-06-10","14333.0","3.5","0.25","1.33"
"2021-06-11","14311.0","3.5","0.25","1.33"
"2021-06-14","14277.0","3.5","0.25","1.33"
"2021-06-15","14293.0","3.5","0.25","1.33"
"2021-06-16","14315.0","3.5","0.25","1.33"
"2021-06-17","14328.0","3.5","0.25","1.33"
"2021-06-18","14449.0","3.5","0.25","1.33"
"2021-06-21","14475.0","3.5","0.25","1.33"
"2021-06-22","14525.0","3.5","0.25","1.33"
"2021-06-23","14493.0","3.5","0.25","1.33"
"2021-06-24","14526.0","3.5","0.25","1.33"
"2021-06-25","14534.0","3.5","0.25","1.33"
"2021-06-28","14519.0","3.5","0.25","1.33"
"2021-06-29","14544.0","3.5","0.25","1.33"
"2021-06-30","14568.0","3.5","0.25","1.33"
"2021-07-01","14614.0","3.5","0.25","1.52"
"2021-07-02","14611.0","3.5","0.25","1.52"
"2021-07-05","14636.0","3.5","0.25","1.52"
"2021-07-06","14554.0","3.5","0.25","1.52"
"2021-07-07","14540.0","3.5","0.25","1.52"
"2021-07-08","14572.0","3.5","0.25","1.52"
"2021-07-09","14620.0","3.5","0.25","1.52"
"2021-07-12","14620.0","3.5","0.25","1.52"
"2021-07-13","14558.0","3.5","0.25","1.52"
"2021-07-14","14558.0","3.5","0.25","1.52"
"2021-07-15","14565.0","3.5","0.25","1.52"
"2021-07-16","14575.0","3.5","0.25","1.52"
"2021-07-19","14589.0","3.5","0.25","1.52"
"2021-07-21","14596.0","3.5","0.25","1.52"
"2021-07-22","14626.0","3.5","0.25","1.52"
"2021-07-23","14580.0","3.5","0.25","1.52"
"2021-07-26","14573.0","3.5","0.25","1.52"
"2021-07-27","14566.0","3.5","0.25","1.52"
"2021-07-28","14561.0","3.5","0.25","1.52"
"2021-07-29","14570.0","3.5","0.25","1.52"
"2021-07-30","14563.0","3.5","0.25","1.52"
"2021-08-02","14534.0","3.5","0.25","1.59"
"2021-08-03","14528.0","3.5","0.25","1.59"
"2021-08-04","14433.0","3.5","0.25","1.59"
"2021-08-05","14395.0","3.5","0.25","1.59"
"2021-08-06","14413.0","3.5","0.25","1.59"
"2021-08-09","14440.0","3.5","0.25","1.59"
"2021-08-10","14449.0","3.5","0.25","1.59"
"2021-08-12","14468.0","3.5","0.25","1.59"
"2021-08-13","14460.0","3.5","0.25","1.59"
"2021-08-16","14459.0","3.5","0.25","1.59"
"2021-08-18","14454.0","3.5","0.25","1.59"
"2021-08-19","14455.0","3.5","0.25","1.59"
"2021-08-20","14486.0","3.5","0.25","1.59"
"2021-08-23","14536.0","3.5","0.25","1.59"
"2021-08-24","14487.0","3.5","0.25","1.59"
"2021-08-25","14462.0","3.5","0.25","1.59"
"2021-08-26","14480.0","3.5","0.25","1.59"
"2021-08-27","14495.0","3.5","0.25","1.59"
"2021-08-30","14503.0","3.5","0.25","1.59"
"2021-08-31","14445.0","3.5","0.25","1.6"
"2021-09-01","14377.0","3.5","0.25","1.6"
"2021-09-02","14355.0","3.5","0.25","1.6"
"2021-09-03","14352.0","3.5","0.25","1.6"
"2021-09-06","14332.0","3.5","0.25","1.6"
"2021-09-07","14310.0","3.5","0.25","1.6"
"2021-09-08","14265.0","3.5","0.25","1.6"
"2021-09-09","14337.0","3.5","0.25","1.6"
"2021-09-10","14343.0","3.5","0.25","1.6"
"2021-09-13","14296.0","3.5","0.25","1.6"
"2021-09-14","14331.0","3.5","0.25","1.6"
"2021-09-15","14328.0","3.5","0.25","1.6"
"2021-09-16","14323.0","3.5","0.25","1.6"
"2021-09-17","14309.0","3.5","0.25","1.6"
"2021-09-20","14304.0","3.5","0.25","1.6"
"2021-09-21","14322.0","3.5","0.25","1.6"
"2021-09-22","14315.0","3.5","0.25","1.6"
"2021-09-23","14320.0","3.5","0.25","1.6"
"2021-09-24","14327.0","3.5","0.25","1.6"
"2021-09-27","14321.0","3.5","0.25","1.6"
"2021-09-28","14329.0","3.5","0.25","1.6"
"2021-09-29","14340.0","3.5","0.25","1.6"
"2021-09-30","14378.0","3.5","0.25","1.6"
"2021-10-01","14392.0","3.5","0.25","1.66"
"2021-10-04","14386.0","3.5","0.25","1.66"
"2021-10-05","14347.0","3.5","0.25","1.66"
"2021-10-06","14331.0","3.5","0.25","1.66"
"2021-10-07","14316.0","3.5","0.25","1.66"
"2021-10-08","14309.0","3.5","0.25","1.66"
"2021-10-11","14296.0","3.5","0.25","1.66"
"2021-10-12","14281.0","3.5","0.25","1.66"
"2021-10-13","14288.0","3.5","0.25","1.66"
"2021-10-14","14292.0","3.5","0.25","1.66"
"2021-10-15","14225.0","3.5","0.25","1.66"
"2021-10-18","14154.0","3.5","0.25","1.66"
"2021-10-19","14166.0","3.5","0.25","1.66"
"2021-10-21","14150.0","3.5","0.25","1.66"
"2021-10-22","14203.0","3.5","0.25","1.66"
"2021-10-25","14232.0","3.5","0.25","1.66"
"2021-10-26","14253.0","3.5","0.25","1.66"
"2021-10-27","14235.0","3.5","0.25","1.66"
"2021-10-28","14254.0","3.5","0.25","1.66"
"2021-10-29","14270.0","3.5","0.25","1.66"
"2021-11-01","14241.0","3.5","0.25","1.75"
"2021-11-02","14306.0","3.5","0.25","1.75"
"2021-11-03","14332.0","3.5","0.25","1.75"
"2021-11-04","14372.0","3.5","0.25","1.75"
"2021-11-05","14398.0","3.5","0.25","1.75"
"2021-11-08","14445.0","3.5","0.25","1.75"
"2021-11-09","14339.0","3.5","0.25","1.75"
"2021-11-10","14304.0","3.5","0.25","1.75"
"2021-11-11","14324.0","3.5","0.25","1.75"
"2021-11-12","14359.0","3.5","0.25","1.75"
"2021-11-15","14314.0","3.5","0.25","1.75"
"2021-11-16","14277.0","3.5","0.25","1.75"
"2021-11-17","14282.0","3.5","0.25","1.75"
"2021-11-18","14330.0","3.5","0.25","1.75"
"2021-11-19","14302.0","3.5","0.25","1.75"
"2021-11-22","14308.0","3.5","0.25","1.75"
"2021-11-23","14326.0","3.5","0.25","1.75"
"2021-11-24","14343.0","3.5","0.25","1.75"
"2021-11-25","14343.0","3.5","0.25","1.75"
"2021-11-26","14351.0","3.5","0.25","1.75"
"2021-11-29","14351.0","3.5","0.25","1.75"
"2021-11-30","14411.0","3.5","0.25","1.75"
"2021-12-01","14391.0","3.5","0.25","1.87"
"2021-12-02","14424.0","3.5","0.25","1.87"
"2021-12-03","14449.0","3.5","0.25","1.87"
"2021-12-06","14480.0","3.5","0.25","1.87"
"2021-12-07","14513.0","3.5","0.25","1.87"
"2021-12-08","14480.0","3.5","0.25","1.87"
"2021-12-09","14419.0","3.5","0.25","1.87"
"2021-12-10","14422.0","3.5","0.25","1.87"
"2021-12-13","14449.0","3.5","0.25","1.87"
"2021-12-14","14417.0","3.5","0.25","1.87"
"2021-12-15","14419.0","3.5","0.25","1.87"
"2021-12-16","14408.0","3.5","0.25","1.87"
"2021-12-17","14414.0","3.5","0.25","1.87"
"2021-12-20","14414.0","3.5","0.25","1.87"
"2021-12-21","14455.0","3.5","0.25","1.87"
"2021-12-22","14420.0","3.5","0.25","1.87"
"2021-12-23","14335.0","3.5","0.25","1.87"
"2021-12-24","14322.0","3.5","0.25","1.87"
"2021-12-27","14290.0","3.5","0.25","1.87"
"2021-12-28","14296.0","3.5","0.25","1.87"
"2021-12-29","14308.0","3.5","0.25","1.87"
"2021-12-30","14336.0","3.5","0.25","1.87"
"2021-12-31","14340.0","3.5","0.25","1.87"
"2022-01-03","14349.0","3.5","0.25","2.18"
"2022-01-04","14341.0","3.5","0.25","2.18"
"2022-01-05","14381.0","3.5","0.25","2.18"
"2022-01-06","14436.0","3.5","0.25","2.18"
"2022-01-07","14467.0","3.5","0.25","2.18"
"2022-01-10","14431.0","3.5","0.25","2.18"
"2022-01-11","14394.0","3.5","0.25","2.18"
"2022-01-12","14370.0","3.5","0.25","2.18"
"2022-01-13","14373.0","3.5","0.25","2.18"
"2022-01-14","14382.0","3.5","0.25","2.18"
"2022-01-17","14381.0","3.5","0.25","2.18"
"2022-01-18","14394.0","3.5","0.25","2.18"
"2022-01-19","14396.0","3.5","0.25","2.18"
"2022-01-20","14441.0","3.5","0.25","2.18"
"2022-01-21","14425.0","3.5","0.25","2.18"
"2022-01-24","14418.0","3.5","0.25","2.18"
"2022-01-25","14398.0","3.5","0.25","2.18"
"2022-01-26","14429.0","3.5","0.25","2.18"
"2022-01-27","14417.0","3.5","0.25","2.18"
"2022-01-28","14456.0","3.5","0.25","2.18"
"2022-01-31","14452.0","3.5","0.25","2.18"
"2022-02-02","14463.0","3.5","0.25","2.06"
"2022-02-03","14418.0","3.5","0.25","2.06"
"2022-02-04","14452.0","3.5","0.25","2.06"
"2022-02-07","14447.0","3.5","0.25","2.06"
"2022-02-08","14476.0","3.5","0.25","2.06"
"2022-02-09","14456.0","3.5","0.25","2.06"
"2022-02-10","14437.0","3.5","0.25","2.06"
"2022-02-11","14415.0","3.5","0.25","2.06"
"2022-02-14","14430.0","3.5","0.25","2.06"
"2022-02-15","14409.0","3.5","0.25","2.06"
"2022-02-16","14363.0","3.5","0.25","2.06"
"2022-02-17","14349.0","3.5","0.25","2.06"
"2022-02-18","14372.0","3.5","0.25","2.06"
"2022-02-21","14410.0","3.5","0.25","2.06"
"2022-02-22","14400.0","3.5","0.25","2.06"
"2022-02-23","14433.0","3.5","0.25","2.06"
"2022-02-24","14426.0","3.5","0.25","2.06"
"2022-02-25","14442.0","3.5","0.25","2.06"
"2022-03-01","14440.0","3.5","0.25","2.64"
"2022-03-02","14421.0","3.5","0.25","2.64"
"2022-03-04","14444.0","3.5","0.25","2.64"
"2022-03-07","14454.0","3.5","0.25","2.64"
"2022-03-08","14483.0","3.5","0.25","2.64"
"2022-03-09","14465.0","3.5","0.25","2.64"
"2022-03-10","14442.0","3.5","0.25","2.64"
"2022-03-11","14369.0","3.5","0.25","2.64"
"2022-03-14","14377.0","3.5","0.25","2.64"
"2022-03-15","14399.0","3.5","0.25","2.64"
"2022-03-16","14392.0","3.5","0.5","2.64"
"2022-03-17","14382.0","3.5","0.5","2.64"
"2022-03-18","14361.0","3.5","0.5","2.64"
"2022-03-21","14411.0","3.5","0.5","2.64"
"2022-03-22","14412.0","3.5","0.5","2.64"
"2022-03-23","14429.0","3.5","0.5","2.64"
"2022-03-24","14422.0","3.5","0.5","2.64"
"2022-03-25","14432.0","3.5","0.5","2.64"
"2022-03-28","14412.0","3.5","0.5","2.64"
"2022-03-29","14431.0","3.5","0.5","2.64"
"2022-03-30","14435.0","3.5","0.5","2.64"
"2022-03-31","14420.0","3.5","0.5","2.64"
"2022-04-01","14428.0","3.5","0.5","3.55"
"2022-04-04","14435.0","3.5","0.5","3.55"
"2022-04-05","14433.0","3.5","0.5","3.55"
"2022-04-06","14419.0","3.5","0.5","3.55"
"2022-04-07","14435.0","3.5","0.5","3.55"
"2022-04-08","14430.0","3.5","0.5","3.55"
"2022-04-11","14436.0","3.5","0.5","3.55"
"2022-04-12","14441.0","3.5","0.5","3.55"
"2022-04-13","14435.0","3.5","0.5","3.55"
"2022-04-14","14430.0","3.5","0.5","3.55"
"2022-04-18","14420.0","3.5","0.5","3.55"
"2022-04-19","14427.0","3.5","0.5","3.55"
"2022-04-20","14418.0","3.5","0.5","3.55"
"2022-04-21","14422.0","3.5","0.5","3.55"
"2022-04-22","14419.0","3.5","0.5","3.55"
"2022-04-25","14432.0","3.5","0.5","3.55"
"2022-04-26","14524.0","3.5","0.5","3.55"
"2022-04-27","14484.0","3.5","0.5","3.55"
"2022-04-28","14490.0","3.5","0.5","3.55"
"2022-05-09","14552.0","3.5","1.0","3.55"
"2022-05-10","14606.0","3.5","1.0","3.55"
"2022-05-11","14618.0","3.5","1.0","3.55"
"2022-05-12","14618.0","3.5","1.0","3.55"
"2022-05-13","14657.0","3.5","1.0","3.55"
"2022-05-17","14692.0","3.5","1.0","3.55"
"2022-05-18","14724.0","3.5","1.0","3.55"
"2022-05-19","14755.0","3.5","1.0","3.55"
"2022-05-20","14804.0","3.5","1.0","3.55"
"2022-05-23","14734.0","3.5","1.0","3.55"
"2022-05-24","14738.0","3.5","1.0","3.55"
"2022-05-25","14726.0","3.5","1.0","3.55"
"2022-05-27","14718.0","3.5","1.0","3.55"
"2022-05-30","14650.0","3.5","1.0","3.55"
"2022-05-31","14616.0","3.5","1.0","3.55"
"2022-06-02","14664.0","3.5","1.0","4.35"
"2022-06-03","14598.0","3.5","1.0","4.35"
"2022-06-06","14503.0","3.5","1.0","4.35"
"2022-06-07","14534.0","3.5","1.0","4.35"
"2022-06-08","14536.0","3.5","1.0","4.35"
"2022-06-09","14549.0","3.5","1.0","4.35"
"2022-06-10","14627.0","3.5","1.0","4.35"
"2022-06-13","14641.0","3.5","1.0","4.35"
"2022-06-14","14745.0","3.5","1.0","4.35"
"2022-06-15","14802.0","3.5","1.75","4.35"
"2022-06-16","14819.0","3.5","1.75","4.35"
"2022-06-17","14814.0","3.5","1.75","4.35"
"2022-06-20","14902.0","3.5","1.75","4.35"
"2022-06-21","14910.0","3.5","1.75","4.35"
"2022-06-22","14878.0","3.5","1.75","4.35"
"2022-06-23","14934.0","3.5","1.75","4.35"
"2022-06-24","14909.0","3.5","1.75","4.35"
"2022-06-27","14920.0","3.5","1.75","4.35"
"2022-06-28","14876.0","3.5","1.75","4.35"
"2022-06-29","14911.0","3.5","1.75","4.35"
"2022-06-30","14922.0","3.5","1.75","4.35"
"2022-07-01","14956.0","3.5","1.75","4.94"
"2022-07-04","15030.0","3.5","1.75","4.94"
"2022-07-05","15034.0","3.5","1.75","4.94"
"2022-07-06","15064.0","3.5","1.75","4.94"
"2022-07-07","15090.0","3.5","1.75","4.94"
"2022-07-08","15060.0","3.5","1.75","4.94"
"2022-07-11","15055.0","3.5","1.75","4.94"
"2022-07-12","15043.0","3.5","1.75","4.94"
"2022-07-13","15067.0","3.5","1.75","4.94"
"2022-07-14","15059.0","3.5","1.75","4.94"
"2022-07-15","15074.0","3.5","1.75","4.94"
"2022-07-18","15074.0","3.5","1.75","4.94"
"2022-07-19","15060.0","3.5","1.75","4.94"
"2022-07-20","15066.0","3.5","1.75","4.94"
"2022-07-21","15058.0","3.5","1.75","4.94"
"2022-07-22","15092.0","3.5","1.75","4.94"
"2022-07-25","15099.0","3.5","1.75","4.94"
"2022-07-26","15066.0","3.5","1.75","4.94"
"2022-07-27","15058.0","3.5","2.5","4.94"
"2022-07-28","15095.0","3.5","2.5","4.94"
"2022-07-29","15032.0","3.5","2.5","4.94"
"2022-08-01","14934.0","3.5","2.5","4.69"
"2022-08-02","14948.0","3.5","2.5","4.69"
"2022-08-03","14962.0","3.5","2.5","4.69"
"2022-08-04","14991.0","3.5","2.5","4.69"
"2022-08-05","15003.0","3.5","2.5","4.69"
"2022-08-08","14978.0","3.5","2.5","4.69"
"2022-08-09","14989.0","3.5","2.5","4.69"
"2022-08-10","14936.0","3.5","2.5","4.69"
"2022-08-11","14949.0","3.5","2.5","4.69"
"2022-08-12","14873.0","3.5","2.5","4.69"
"2022-08-15","14761.0","3.5","2.5","4.69"
"2022-08-16","14800.0","3.5","2.5","4.69"
"2022-08-18","14840.0","3.5","2.5","4.69"
"2022-08-19","14896.0","3.5","2.5","4.69"
"2022-08-22","14932.0","3.5","2.5","4.69"
"2022-08-23","14956.0","3.75","2.5","4.69"
"2022-08-24","14967.0","3.75","2.5","4.69"
"2022-08-25","14925.0","3.75","2.5","4.69"
"2022-08-26","14901.0","3.75","2.5","4.69"
"2022-08-29","14888.0","3.75","2.5","4.69"
"2022-08-30","14961.0","3.75","2.5","4.69"
"2022-08-31","14949.0","3.75","2.5","4.69"
"2022-09-01","14927.0","3.75","2.5","4.69"
"2022-09-02","14958.0","3.75","2.5","5.95"
"2022-09-05","14974.0","3.75","2.5","5.95"
"2022-09-06","14994.0","3.75","2.5","5.95"
"2022-09-07","14959.0","3.75","2.5","5.95"
"2022-09-08","15001.0","3.75","2.5","5.95"
"2022-09-09","14979.0","3.75","2.5","5.95"
"2022-09-12","14920.0","3.75","2.5","5.95"
"2022-09-13","14913.0","3.75","2.5","5.95"
"2022-09-14","14935.0","3.75","2.5","5.95"
"2022-09-15","14997.0","3.75","2.5","5.95"
"2022-09-16","14973.0","3.75","2.5","5.95"
"2022-09-19","15013.0","3.75","2.5","5.95"
"2022-09-20","15054.0","3.75","2.5","5.95"
"2022-09-21","15049.0","3.75","3.25","5.95"
"2022-09-22","15086.0","4.25","3.25","5.95"
"2022-09-23","15108.0","4.25","3.25","5.95"
"2022-09-26","15110.0","4.25","3.25","5.95"
"2022-09-27","15194.0","4.25","3.25","5.95"
"2022-09-28","15230.0","4.25","3.25","5.95"
"2022-09-29","15319.0","4.25","3.25","5.95"
"2022-09-30","15323.0","4.25","3.25","5.95"
"2022-10-03","15308.0","4.25","3.25","5.71"
"2022-10-04","15369.0","4.25","3.25","5.71"
"2022-10-05","15352.0","4.25","3.25","5.71"
"2022-10-06","15271.0","4.25","3.25","5.71"
"2022-10-07","15272.0","4.25","3.25","5.71"
"2022-10-10","15322.0","4.25","3.25","5.71"
"2022-10-11","15375.0","4.25","3.25","5.71"
"2022-10-12","15438.0","4.25","3.25","5.71"
"2022-10-13","15449.0","4.25","3.25","5.71"
"2022-10-14","15433.0","4.25","3.25","5.71"
"2022-10-17","15466.0","4.25","3.25","5.71"
"2022-10-18","15557.0","4.25","3.25","5.71"
"2022-10-19","15546.0","4.25","3.25","5.71"
"2022-10-20","15568.0","4.75","3.25","5.71"
"2022-10-21","15656.0","4.75","3.25","5.71"
"2022-10-24","15688.0","4.75","3.25","5.71"
"2022-10-25","15667.0","4.75","3.25","5.71"
"2022-10-26","15694.0","4.75","3.25","5.71"
"2022-10-27","15673.0","4.75","3.25","5.71"
"2022-10-28","15650.0","4.75","3.25","5.71"
"2022-10-31","15619.0","4.75","3.25","5.71"
"2022-11-01","15673.0","4.75","3.25","5.42"
"2022-11-02","15725.0","4.75","4.0","5.42"
"2022-11-03","15730.0","4.75","4.0","5.42"
"2022-11-04","15759.0","4.75","4.0","5.42"
"2022-11-07","15814.0","4.75","4.0","5.42"
"2022-11-08","15770.0","4.75","4.0","5.42"
"2022-11-09","15762.0","4.75","4.0","5.42"
"2022-11-10","15732.0","4.75","4.0","5.42"
"2022-11-11","15779.0","4.75","4.0","5.42"
"2022-11-14","15570.0","4.75","4.0","5.42"
"2022-11-15","15576.0","4.75","4.0","5.42"
"2022-11-16","15641.0","4.75","4.0","5.42"
"2022-11-17","15688.0","5.25","4.0","5.42"
"2022-11-18","15765.0","5.25","4.0","5.42"
"2022-11-21","15770.0","5.25","4.0","5.42"
"2022-11-22","15785.0","5.25","4.0","5.42"
"2022-11-23","15794.0","5.25","4.0","5.42"
"2022-11-24","15778.0","5.25","4.0","5.42"
"2022-11-25","15725.0","5.25","4.0","5.42"
"2022-11-28","15746.0","5.25","4.0","5.42"
"2022-11-29","15807.0","5.25","4.0","5.42"
"2022-11-30","15815.0","5.25","4.0","5.42"
"2022-12-01","15820.0","5.25","4.0","5.51"
"2022-12-02","15695.0","5.25","4.0","5.51"
"2022-12-05","15506.0","5.25","4.0","5.51"
"2022-12-06","15486.0","5.25","4.0","5.51"
"2022-12-07","15653.0","5.25","4.0","5.51"
"2022-12-08","15697.0","5.25","4.0","5.51"
"2022-12-09","15702.0","5.25","4.0","5.51"
"2022-12-12","15664.0","5.25","4.0","5.51"
"2022-12-13","15720.0","5.25","4.0","5.51"
"2022-12-14","15739.0","5.25","4.5","5.51"
"2022-12-15","15697.0","5.25","4.5","5.51"
"2022-12-16","15708.0","5.25","4.5","5.51"
"2022-12-19","15695.0","5.25","4.5","5.51"
"2022-12-20","15699.0","5.25","4.5","5.51"
"2022-12-21","15686.0","5.25","4.5","5.51"
"2022-12-22","15679.0","5.5","4.5","5.51"
"2022-12-23","15671.0","5.5","4.5","5.51"
"2022-12-26","15683.0","5.5","4.5","5.51"
"2022-12-27","15714.0","5.5","4.5","5.51"
"2022-12-28","15737.0","5.5","4.5","5.51"
"2022-12-29","15781.0","5.5","4.5","5.51"
"2022-12-30","15809.0","5.5","4.5","5.51"
"2023-01-02","15669.0","5.5","4.5","5.28"
"2023-01-03","15649.0","5.5","4.5","5.28"
"2023-01-04","15667.0","5.5","4.5","5.28"
"2023-01-05","15693.0","5.5","4.5","5.28"
"2023-01-06","15688.0","5.5","4.5","5.28"
"2023-01-09","15713.0","5.5","4.5","5.28"
"2023-01-10","15651.0","5.5","4.5","5.28"
"2023-01-11","15666.0","5.5","4.5","5.28"
"2023-01-12","15604.0","5.5","4.5","5.28"
"2023-01-13","15442.0","5.5","4.5","5.28"
"2023-01-16","15252.0","5.5","4.5","5.28"
"2023-01-17","15094.0","5.5","4.5","5.28"
"2023-01-18","15229.0","5.5","4.5","5.28"
"2023-01-19","15212.0","5.75","4.5","5.28"
"2023-01-20","15188.0","5.75","4.5","5.28"
"2023-01-24","15196.0","5.75","4.5","5.28"
"2023-01-25","15004.0","5.75","4.5","5.28"
"2023-01-26","15032.0","5.75","4.5","5.28"
"2023-01-27","15038.0","5.75","4.5","5.28"
"2023-01-30","15052.0","5.75","4.5","5.28"
"2023-01-31","15053.0","5.75","4.5","5.28"
"2023-02-01","15066.0","5.75","4.75","5.47"
"2023-02-02","15065.0","5.75","4.75","5.47"
"2023-02-03","14942.0","5.75","4.75","5.47"
"2023-02-06","14972.0","5.75","4.75","5.47"
"2023-02-07","15130.0","5.75","4.75","5.47"
"2023-02-08","15214.0","5.75","4.75","5.47"
"2023-02-09","15197.0","5.75","4.75","5.47"
"2023-02-10","15195.0","5.75","4.75","5.47"
"2023-02-13","15215.0","5.75","4.75","5.47"
"2023-02-14","15292.0","5.75","4.75","5.47"
"2023-02-15","15243.0","5.75","4.75","5.47"
"2023-02-16","15269.0","5.75","4.75","5.47"
"2023-02-17","15251.0","5.75","4.75","5.47"
"2023-02-20","15275.0","5.75","4.75","5.47"
"2023-02-21","15243.0","5.75","4.75","5.47"
"2023-02-22","15254.0","5.75","4.75","5.47"
"2023-02-23","15294.0","5.75","4.75","5.47"
"2023-02-24","15262.0","5.75","4.75","5.47"
"2023-02-27","15292.0","5.75","4.75","5.47"
"2023-02-28","15350.0","5.75","4.75","5.47"
"2023-03-01","15316.0","5.75","4.75","4.97"
"2023-03-02","15326.0","5.75","4.75","4.97"
"2023-03-03","15349.0","5.75","4.75","4.97"
"2023-03-06","15382.0","5.75","4.75","4.97"
"2023-03-07","15377.0","5.75","4.75","4.97"
"2023-03-08","15435.0","5.75","4.75","4.97"
"2023-03-09","15528.0","5.75","4.75","4.97"
"2023-03-10","15515.0","5.75","4.75","4.97"
"2023-03-13","15545.0","5.75","4.75","4.97"
"2023-03-14","15450.0","5.75","4.75","4.97"
"2023-03-15","15456.0","5.75","4.75","4.97"
"2023-03-16","15441.0","5.75","4.75","4.97"
"2023-03-17","15495.0","5.75","4.75","4.97"
"2023-03-20","15440.0","5.75","4.75","4.97"
"2023-03-21","15448.0","5.75","4.75","4.97"
"2023-03-24","15425.0","5.75","5.0","4.97"
"2023-03-27","15264.0","5.75","5.0","4.97"
"2023-03-28","15249.0","5.75","5.0","4.97"
"2023-03-29","15163.0","5.75","5.0","4.97"
"2023-03-30","15169.0","5.75","5.0","4.97"
"2023-03-31","15137.0","5.75","5.0","4.97"
"2023-04-03","15051.0","5.75","5.0","4.33"
"2023-04-04","15064.0","5.75","5.0","4.33"
"2023-04-05","14987.0","5.75","5.0","4.33"
"2023-04-06","15007.0","5.75","5.0","4.33"
"2023-04-10","15017.0","5.75","5.0","4.33"
"2023-04-11","14979.0","5.75","5.0","4.33"
"2023-04-12","14962.0","5.75","5.0","4.33"
"2023-04-13","14940.0","5.75","5.0","4.33"
"2023-04-14","14865.0","5.75","5.0","4.33"
"2023-04-17","14739.0","5.75","5.0","4.33"
"2023-04-18","14846.0","5.75","5.0","4.33"
"2023-04-26","14929.0","5.75","5.0","4.33"
"2023-04-27","14956.0","5.75","5.0","4.33"
"2023-04-28","14824.0","5.75","5.0","4.33"
"2023-05-02","14734.0","5.75","5.0","4.0"
"2023-05-03","14776.0","5.75","5.25","4.0"
"2023-05-04","14779.0","5.75","5.25","4.0"
"2023-05-05","14705.0","5.75","5.25","4.0"
"2023-05-08","14747.0","5.75","5.25","4.0"
"2023-05-09","14782.0","5.75","5.25","4.0"
"2023-05-10","14830.0","5.75","5.25","4.0"
"2023-05-11","14819.0","5.75","5.25","4.0"
"2023-05-12","14795.0","5.75","5.25","4.0"
"2023-05-15","14825.0","5.75","5.25","4.0"
"2023-05-16","14886.0","5.75","5.25","4.0"
"2023-05-17","14884.0","5.75","5.25","4.0"
"2023-05-19","14949.0","5.75","5.25","4.0"
"2023-05-22","15010.0","5.75","5.25","4.0"
"2023-05-23","14971.0","5.75","5.25","4.0"
"2023-05-24","14952.0","5.75","5.25","4.0"
"2023-05-25","14979.0","5.75","5.25","4.0"
"2023-05-26","15026.0","5.75","5.25","4.0"
"2023-05-29","15033.0","5.75","5.25","4.0"
